Année,Region,Pays,ISO3,Nombre de touristes,Nombre de croisièristes,Nuitées touristiques,Durée de séjour moyenne
2020,Pacifique,Samoa,WSM,15,0,195,"85,2"
2020,Pacifique,Tonga,TON,2,0,10,10
2020,Proche et Moyen Orient,Proche et Moyen Orient,,150,32,3009,221
2019,Afrique,Afrique,,336,67,6309,"244,1"
2019,Amérique Centrale,Autre Amérique Centrale,,273,104,3504,"154,7"
2019,Amérique Centrale,Mexique,MEX,961,153,10945,"136,3"
2019,Amérique du Nord,Canada,CAN,7958,3529,105941,"163,1"
2019,Amérique du Nord,Hawaii,USA,3536,850,38539,"130,7"
2019,Amérique du Nord,USA,USA,85225,21364,857229,121
2019,Amérique du Sud,Argentine,ARG,1073,144,14847,"168,1"
2019,Amérique du Sud,Autre Amérique du Sud,,580,140,7010,"142,8"
2019,Amérique du Sud,Brésil,BRA,1871,243,24930,159
2019,Amérique du Sud,Chili,CHL,2456,154,30808,"150,9"
2019,Asie,Autre Asie,,83,9,1126,146
2019,Asie,Chine,CHN,3345,194,30650,111
2019,Asie,Corée du Sud,KOR,1034,44,9623,"114,6"
2019,Asie,Hong Kong,HKG,415,65,4859,"134,4"
2019,Asie,Inde,IND,405,49,3431,106
2019,Asie,Indonésie,IDN,146,79,1809,"159,5"
2019,Asie,Japon,JPN,8176,504,59951,88
2019,Asie,Malaisie,MYS,137,34,1742,"145,6"
2019,Asie,Philippines,PHL,238,163,2223,"107,1"
2019,Asie,Singapour,SGP,404,48,4807,140
2019,Asie,Taïwan,TWN,571,28,5903,"122,7"
2019,Asie,Thaïlande,THA,200,57,2848,"169,5"
2019,Europe (hors France),Allemagne,DEU,5010,1803,73359,178
2019,Europe (hors France),Autre Europe,,2828,702,37662,"160,1"
2019,Europe (hors France),Autriche,AUT,818,336,12262,"182,4"
2019,Europe (hors France),Belgique,BEL,1502,351,28194,"218,5"
2019,Europe (hors France),Danemark,DNK,569,228,12638,"271,4"
2019,Europe (hors France),Espagne,ESP,2775,288,33808,"151,2"
2019,Europe (hors France),Finlande,FIN,184,13,2549,"163,5"
2019,Europe (hors France),Italie,ITA,8369,667,93642,"153,4"
2019,Europe (hors France),Luxembourg,LUX,235,48,4098,"191,6"
2019,Europe (hors France),Norvège,NOR,309,99,5298,"205,4"
2019,Europe (hors France),Pays-Bas,NLD,667,116,9859,"176,9"
2019,Europe (hors France),Portugal,PRT,316,44,4544,"179,2"
2019,Europe (hors France),Royaume-Uni,GBR,4424,1117,53420,"145,3"
2019,Europe (hors France),Russie,RUS,486,183,6641,184
2019,Europe (hors France),Suède,SWE,480,177,7820,194
2019,Europe (hors France),Suisse,CHE,3524,922,64504,"220,7"
2019,France,France,FRA,60382,5829,1540736,"308,3"
2019,Pacifique,Australie,AUS,8204,2663,99699,"144,5"
2019,Pacifique,Autre Pacifique,,313,11,4215,"173,9"
2019,Pacifique,Cook,COK,456,16,5605,"157,8"
2019,Pacifique,Fidji,FJI,75,2,819,"117,1"
2019,Pacifique,Nouvelle-Calédonie,NCL,6522,230,110907,"203,1"
2019,Pacifique,Nouvelle-Zélande,NZL,7960,1239,83942,"123,1"
2019,Pacifique,Samoa,WSM,46,2,392,"108,1"
2019,Pacifique,Tonga,TON,41,0,426,"75,1"
2019,Proche et Moyen Orient,Proche et Moyen Orient,,724,117,8781,"143,6"
2018,Afrique,Afrique,,377,83,7908,"247,7"
2018,Amérique Centrale,Autre Amérique Centrale,,254,89,2656,"128,6"
2018,Amérique Centrale,Mexique,MEX,930,267,10497,"137,9"
2018,Amérique du Nord,Canada,CAN,7846,3887,105314,"165,5"
2018,Amérique du Nord,Hawaii,USA,3244,762,36279,"131,9"
2018,Amérique du Nord,USA,USA,72383,21060,725305,"120,7"
2018,Amérique du Sud,Argentine,ARG,2067,162,28275,"169,1"
2018,Amérique du Sud,Autre Amérique du Sud,,519,153,6194,"141,2"
2018,Amérique du Sud,Brésil,BRA,1788,247,21182,"146,5"
2018,Amérique du Sud,Chili,CHL,2018,151,24620,"144,3"
2018,Asie,Autre Asie,,101,45,1463,"165,3"
2018,Asie,Chine,CHN,5055,225,44205,108
2018,Asie,Corée du Sud,KOR,1051,49,8934,"103,9"
2018,Asie,Hong Kong,HKG,368,80,4555,"153,9"
2018,Asie,Inde,IND,403,37,2930,"90,3"
2018,Asie,Indonésie,IDN,167,92,4231,"297,3"
2018,Asie,Japon,JPN,9912,445,71933,"87,8"
2018,Asie,Malaisie,MYS,111,28,1435,170
2018,Asie,Philippines,PHL,201,133,1784,"109,1"
2018,Asie,Singapour,SGP,335,55,3601,"126,5"
2018,Asie,Taïwan,TWN,519,68,5275,117
2018,Asie,Thaïlande,THA,243,52,3874,"190,9"
2018,Europe (hors France),Allemagne,DEU,4539,1563,70416,"189,3"
2018,Europe (hors France),Autre Europe,,2454,523,31539,"154,9"
2018,Europe (hors France),Autriche,AUT,775,317,12850,"197,8"
2018,Europe (hors France),Belgique,BEL,1243,292,24885,"256,3"
2018,Europe (hors France),Danemark,DNK,509,199,12969,"308,5"
2018,Europe (hors France),Espagne,ESP,2530,230,29603,"143,7"
2018,Europe (hors France),Finlande,FIN,221,31,2508,"141,7"
2018,Europe (hors France),Italie,ITA,8802,598,97309,"147,7"
2018,Europe (hors France),Luxembourg,LUX,271,61,4522,"188,7"
2018,Europe (hors France),Norvège,NOR,292,92,4396,"178,6"
2018,Europe (hors France),Pays-Bas,NLD,706,166,12215,"218,4"
2018,Europe (hors France),Portugal,PRT,267,42,3965,"178,5"
2018,Europe (hors France),Royaume-Uni,GBR,4382,1162,52128,"142,7"
2018,Europe (hors France),Russie,RUS,526,214,6541,"152,7"
2018,Europe (hors France),Suède,SWE,489,128,6495,"159,9"
2018,Europe (hors France),Suisse,CHE,3406,968,64170,"225,6"
2018,France,France,FRA,49272,4539,1282957,"320,1"
2018,Pacifique,Australie,AUS,9335,2617,109736,"140,1"
2018,Pacifique,Autre Pacifique,,628,28,9309,"169,1"
2018,Pacifique,Cook,COK,243,14,2583,"123,7"
2018,Pacifique,Fidji,FJI,109,1,1606,"144,5"
2018,Pacifique,Nouvelle-Calédonie,NCL,5684,195,94060,"195,2"
2018,Pacifique,Nouvelle-Zélande,NZL,8947,1370,99330,"126,7"
2018,Pacifique,Samoa,WSM,58,1,1690,"169,7"
2018,Pacifique,Tonga,TON,43,0,459,"137,1"
2018,Proche et Moyen Orient,Proche et Moyen Orient,,645,110,7688,"141,9"
2017,Afrique,Afrique,,299,59,5891,"219,9"
2017,Amérique Centrale,Autre Amérique Centrale,,206,36,2232,123
2017,Amérique Centrale,Mexique,MEX,765,164,7992,"123,5"
2017,Amérique du Nord,Canada,CAN,6372,2601,82201,"158,8"
2017,Amérique du Nord,Hawaii,USA,2837,536,30906,"129,9"
2017,Amérique du Nord,USA,USA,65359,15364,630093,"115,8"
2017,Amérique du Sud,Argentine,ARG,2121,213,27359,"153,9"
2017,Amérique du Sud,Autre Amérique du Sud,,587,105,7313,"153,8"
2017,Amérique du Sud,Brésil,BRA,1997,178,22561,"134,7"
2017,Amérique du Sud,Chili,CHL,1958,160,23414,"143,6"
2017,Asie,Autre Asie,,64,10,1534,"265,8"
2017,Asie,Chine,CHN,5430,216,48440,"111,4"
2017,Asie,Corée du Sud,KOR,1075,44,9439,"104,1"
2017,Asie,Hong Kong,HKG,370,38,3803,"122,8"
2017,Asie,Inde,IND,583,28,4119,"91,9"
2017,Asie,Indonésie,IDN,133,69,1573,"132,6"
2017,Asie,Japon,JPN,12808,494,87484,"82,7"
2017,Asie,Malaisie,MYS,137,13,2262,"216,2"
2017,Asie,Philippines,PHL,176,123,1725,"111,3"
2017,Asie,Singapour,SGP,321,30,3741,"135,3"
2017,Asie,Taïwan,TWN,579,39,5822,"116,1"
2017,Asie,Thaïlande,THA,215,33,3664,"225,3"
2017,Europe (hors France),Allemagne,DEU,3881,1249,64684,"201,2"
2017,Europe (hors France),Autre Europe,,1910,396,25267,159
2017,Europe (hors France),Autriche,AUT,601,243,9421,"190,2"
